0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
5.000237851271589,6.032257526934585,-6.462563400488651,-3.9615738644404628,-7.208986732685951,6.335687387530332,3.0214751828934068,-4.300726014433111,-9.146199807884612,-4.075443479924663,-2.52051684012035,5.510578010703695,1.5054320506578784,7.7991889625263795,-1.2652813515101862,-8.8666199919093,4.0478786940355285,4.907218183882129,3.6522604377354475,5.852303424451917,-1.5017055734664224,-0.11011741653106066,-0.4277963373996094,-7.403174692248172,-9.428154772371869
5.251212908611196,-8.430403683461762,-1.2992140552134908,2.6087060333851473,-8.285191586949212,2.5763545998137314,-7.556493669383383,-8.74667949643639,8.974108205976098,8.154275972298645,7.671345264096372,-3.0303623259569155,-8.267521893701986,3.7115463692376682,-0.9885673172604206,-9.600970171528715,-0.34363918029519325,-9.99421382569343,7.184788031680727,-5.105500660885617,5.048132213929163,-3.1249356169447706,-0.16981856622658054,1.5067883682217516,-4.903555452903457
3.550129114256558,-6.645486104522308,-1.0384010251352658,3.4903065373772186,-8.06117465625741,1.4627466928510426,-4.337081720909861,-7.717202653302816,8.652879361558044,6.813234946617614,8.458889534919964,-5.297297083296183,-9.691956466829213,4.707230962252778,1.2428022811312998,-6.174962484593905,0.4674473222777633,-8.717475236030346,9.03982360035595,-4.065471778212896,3.531637111049016,-3.6615773742599043,0.33876729565669383,0.18024099799891669,-6.583585966356233
-3.0693786632497195,9.761579733321584,5.250249101661566,1.9522680899765839,-6.7622998078424885,-5.602444697487522,-9.42989914547184,7.870620296668741,1.8201075824302815,3.9437703526936887,-8.48953326209676,10.223613392227916,7.462362452009074,-4.447738979280148,-6.342496814225228,-5.649956831636359,-4.225421897402701,0.8192949851331994,-1.4912426815253697,-4.078421231046443,2.8322149198845032,-8.028343470192635,-2.0647197536101767,-3.678780515625868,-2.0927889284470127
5.741522706028473,-5.886493030114544,0.8982067410026492,0.8254988120424442,-9.32836828302339,0.48231296415117697,-6.190294403648891,-8.05177220059167,8.494524282767292,10.88662742478122,4.94218129932688,-5.372099496742407,-7.82210590131235,4.7317588328552915,0.48697756624989563,-8.018119565973363,0.9822190356566993,-9.350738047196339,8.013780741634823,-3.940740430512989,3.90276856549306,-5.34217063519603,1.877900773282112,2.3142969410130445,-6.928473590998988
-2.422150554814579,8.715278777732454,4.731639612763604,-0.0143992306601608,-7.099299078988782,-6.5229970217642,-7.360433711894494,6.805252697225056,1.213806631970988,3.6596945123363724,-8.672907996381877,9.72694815289957,6.119092612241397,-5.239950353321121,-6.266423106509947,-5.363264812398435,-4.617208234686598,0.16746648604698905,-1.7532077802898427,-5.63893214417128,2.5331781715121657,-6.949067514779274,-4.151993572653176,-2.9073502675013128,-2.293971057709695
5.1859079288241015,-5.782736405193908,0.2682658721994805,3.036684650688934,-6.544059319726424,1.6200282651084459,-7.078956968772392,-7.654807263225337,9.659602234692978,11.159347987227221,6.751875147655185,-4.267016707319646,-7.455902889180012,4.793364110826046,-0.376467944010609,-7.051961271997126,0.9702128918145576,-8.14293398724996,9.56856703261317,-4.175690480410019,3.083327606762786,-3.6190647917784577,1.607869390064573,0.11726991587835689,-5.934237580616558
-2.273583064944184,9.785151322085289,3.1612925904482596,3.116923727147661,-6.541130783656856,-7.295397507176748,-8.205545890529725,9.594215773303098,2.2041664899226707,4.409672142221245,-10.047671013624194,8.548352673775094,7.479188632552681,-6.609301612343344,-6.291934418638595,-6.809567249696441,-3.4361753150628536,0.8287907379317055,-0.323559682899786,-4.685433594893908,1.9671829591542185,-8.18888650274147,-4.601400289371749,-2.295462641081314,-0.12161169901392865
8.779923464385886,5.465619670173879,8.360676606766523,7.204126028679119,0.5516821125498685,8.35437912783364,-9.734870332992612,-5.320286787927493,-9.013014468854736,-4.950944884199643,-2.535663283260223,-5.325175770112665,6.893924693457769,-1.5244830201050694,-6.256482275898129,0.9689477423123869,-7.341648296071387,6.7152796915312605,-8.295790498166895,8.985769400271527,5.125841450266529,-6.821712226120041,-8.813550518929354,6.330540217768624,6.038337562705351
-3.498802443311331,8.888499208098674,4.695603748516796,3.0673612024116803,-8.57209182086609,-5.350559273815333,-8.996335655214999,6.896641845551283,1.0101958596040082,2.5065948840551395,-8.765139530122037,9.47151501042829,5.358891916267382,-7.048296558498093,-6.699285355148116,-4.6628882776419305,-4.174746492172851,-1.008014320473349,-1.6068426912436296,-4.448140765786832,-0.4598287484939818,-7.264417653476975,-4.388041559504315,-1.9765567693127477,0.9703557792860646
